amount,time_hour,distance_from_home,used_new_device,is_international,is_fraud
94.19,9,17.6,0,1,0
11.81,15,18.25,0,0,0
73.61,0,34.42,0,0,0
244.09,15,27.65,0,0,0
348.07,3,29.1,0,1,0
34.12,5,113.27,0,0,0
10.4,18,3.92,0,0,0
314.76,1,18.29,1,0,0
74.0,17,8.35,0,0,0
117.05,9,27.44,0,0,0
516.61,3,41.43,0,0,0
10.33,0,12.84,0,0,0
156.75,14,2.7,1,0,0
11.55,9,40.45,0,0,0
70.61,17,9.98,0,0,0
244.3,15,13.24,0,0,0
85.23,12,12.61,1,1,1
880.78,14,16.37,0,0,0
122.83,1,20.44,0,0,0
58.11,19,22.39,0,0,0
37.29,3,11.23,0,0,0
64.74,0,14.24,0,0,0
69.91,6,4.22,1,0,0
10.68,22,34.83,0,0,0
69.2,10,34.01,0,0,0
93.61,9,9.23,0,0,0
192.42,0,47.69,0,0,0
160.39,10,17.06,0,0,0
185.04,23,12.78,0,0,0
1.26,9,6.44,0,0,0
36.82,13,7.65,0,0,0
162.57,13,12.54,0,0,0
99.24,6,54.75,1,1,1
0.8,22,12.51,0,0,0
244.83,10,36.36,0,0,0
222.3,21,28.62,1,0,0
119.25,3,48.21,0,0,0
10.32,23,1.52,0,0,0
218.2,1,8.63,0,0,0
131.46,6,35.1,0,0,0
228.46,18,47.71,0,0,0
209.0,13,53.44,0,0,0
243.68,18,18.18,0,0,0
109.47,6,12.92,0,0,0
22.68,11,63.99,0,0,0
166.83,2,21.44,0,0,0
145.32,14,6.62,0,0,0
203.37,4,26.7,0,0,0
27.93,7,18.36,1,0,0
32.53,13,12.59,0,0,0
331.65,3,21.66,0,0,0
207.93,6,18.47,1,0,0
358.27,6,6.35,0,0,0
213.27,17,25.42,1,0,0
136.38,13,10.36,0,0,0
159.26,7,20.34,1,0,0
329.91,11,69.63,0,0,0
129.7,9,55.69,0,0,0
150.11,13,71.09,0,0,0
25.53,8,49.63,0,0,0
96.35,5,12.93,0,0,0
189.03,4,110.15,0,0,0
47.4,0,8.43,0,1,0
33.89,0,48.1,0,0,0
56.49,19,7.68,0,0,0
41.46,16,11.99,0,0,0
36.29,10,42.15,0,0,0
82.97,11,26.1,0,0,0
357.63,2,10.7,0,0,0
106.11,5,24.52,0,0,0
31.22,10,25.75,0,0,0
12.01,12,24.58,0,0,0
178.69,10,64.51,1,0,0
72.38,7,9.36,1,0,0
258.75,9,17.73,0,0,0
161.61,1,3.46,0,0,0
238.62,23,24.78,0,0,0
47.61,13,41.9,0,0,0
176.82,15,48.57,0,0,0
45.99,16,6.53,0,0,0
419.7,10,29.01,0,0,0
151.74,1,54.49,0,0,0
58.85,23,12.77,0,0,0
47.11,22,130.61,0,0,0
31.78,4,33.65,0,0,0
177.94,15,1.73,0,0,0
37.02,15,19.86,0,0,0
135.69,1,17.51,0,0,0
46.11,15,21.65,0,0,0
162.69,4,63.13,0,0,0
253.06,7,34.41,0,0,0
225.78,19,7.43,1,0,0
214.6,13,29.12,0,0,0
31.19,9,46.38,0,0,0
13.88,22,2.66,0,0,0
180.07,1,11.82,0,1,0
68.91,2,38.97,0,0,0
84.94,17,77.83,0,0,0
4.75,20,7.08,1,0,0
45.08,1,42.3,0,0,0
5.14,20,63.63,1,0,0
317.03,8,14.65,0,0,0
41.84,1,45.18,0,0,0
122.24,6,17.7,0,0,0
5.96,6,22.81,0,0,0
164.87,13,31.25,0,0,0
58.52,4,58.54,0,0,0
342.3,7,93.91,0,0,0
328.55,22,16.48,0,0,0
59.02,21,9.89,1,0,0
346.84,17,56.94,0,0,0
834.25,5,42.57,0,0,0
261.8,13,33.84,0,0,0
279.53,17,47.57,0,0,0
42.95,16,17.96,0,0,0
128.95,8,34.12,0,0,0
10.44,12,66.77,1,0,0
14.96,15,14.79,0,0,0
1020.86,20,45.31,0,0,0
59.32,9,19.83,0,0,0
206.86,9,55.32,0,0,0
246.5,3,62.79,0,0,0
292.81,11,23.33,0,0,0
906.62,7,30.52,0,0,0
41.46,14,12.74,0,0,0
6.18,20,36.34,0,0,0
79.45,22,6.83,0,0,0
20.9,18,35.96,0,0,0
3.4,14,40.44,0,0,0
67.04,7,29.26,1,0,0
229.69,7,13.73,0,0,0
125.27,18,61.93,0,0,0
56.26,8,13.63,0,0,0
159.35,23,69.59,0,0,0
39.6,16,28.71,1,0,0
2.17,7,94.82,1,0,0
216.81,11,49.51,0,0,0
146.62,14,14.26,0,1,0
215.51,3,40.44,1,0,0
5.96,5,46.53,0,0,0
272.21,15,30.92,0,0,0
144.95,4,25.35,0,0,0
124.31,22,64.38,1,0,0
146.97,12,12.54,0,0,0
299.74,14,28.06,1,0,0
132.62,16,185.97,0,0,0
130.46,21,28.7,0,0,0
701.33,19,28.06,0,1,0
212.04,21,7.42,0,0,0
87.59,4,62.07,0,0,0
184.34,18,56.6,0,0,0
73.96,6,20.0,0,0,0
38.99,2,63.86,1,0,0
136.27,12,18.32,0,0,0
395.04,13,19.75,0,0,0
397.06,15,28.42,0,0,0
62.76,12,13.79,1,0,0
112.51,1,16.0,0,0,0
35.67,13,42.64,0,0,0
814.99,19,7.31,0,0,0
595.43,6,28.65,0,0,0
157.26,4,41.34,0,0,0
244.76,13,37.79,0,0,0
188.34,8,61.87,0,0,0
134.9,9,8.36,0,0,0
8.22,6,4.31,0,0,0
90.98,13,15.51,0,0,0
168.49,13,79.39,0,0,0
169.76,1,22.57,1,0,0
70.05,16,43.12,0,0,0
426.3,19,41.37,0,0,0
27.47,3,14.99,0,0,0
104.08,12,8.46,0,0,0
176.11,17,17.35,0,0,0
179.17,2,35.34,1,0,0
156.89,18,27.27,0,0,0
48.3,4,29.61,0,0,0
25.48,0,13.36,0,0,0
151.57,8,28.09,0,1,0
137.18,23,6.94,0,0,0
29.65,7,17.4,0,0,0
183.19,2,8.52,0,0,0
91.09,1,28.73,0,0,0
165.28,0,22.59,0,0,0
272.44,11,15.48,0,0,0
27.9,21,12.14,0,0,0
2.9,12,19.87,0,0,0
226.51,9,16.24,0,0,0
141.12,16,32.99,0,0,0
180.42,10,52.91,0,1,0
273.17,4,39.33,0,0,0
243.54,8,42.48,0,0,0
486.32,12,1.53,0,0,0
115.16,19,25.52,0,0,0
100.56,22,29.52,0,0,0
77.1,10,47.23,0,0,0
25.03,22,50.5,1,0,0
127.51,3,61.05,0,0,0
48.65,20,16.52,0,0,0
381.33,10,18.18,0,0,0
131.27,8,1.18,0,1,0
134.78,6,9.53,0,0,0
65.76,15,33.52,0,0,0
8.01,22,29.96,1,0,0
4.84,22,32.47,0,0,0
82.57,4,32.1,0,0,0
13.25,5,6.52,0,0,0
140.03,18,51.8,0,0,0
319.26,0,22.39,0,0,0
321.73,15,29.46,0,0,0
161.4,17,42.62,0,0,0
35.59,23,82.94,0,0,0
298.16,12,41.21,0,0,0
325.86,0,13.28,0,0,0
32.85,9,95.47,0,1,0
200.58,6,25.93,0,0,0
50.64,4,26.79,0,0,0
243.41,12,62.36,1,0,0
883.76,21,8.55,0,0,0
4.57,15,36.96,0,0,0
341.49,23,45.4,0,0,0
146.18,19,23.88,0,0,0
543.93,21,45.11,0,0,0
93.83,13,80.85,1,0,0
281.98,10,5.23,0,0,0
9.66,18,12.89,0,0,0
61.26,22,2.49,0,0,0
10.41,1,8.17,0,0,0
555.4,7,20.94,1,0,0
254.72,12,18.07,0,1,0
287.14,6,16.21,0,1,0
417.01,11,61.89,0,0,0
13.34,7,63.25,0,0,0
73.07,15,73.08,0,0,0
11.05,17,28.54,0,0,0
35.51,18,112.85,0,0,0
39.08,3,37.79,0,0,0
94.98,11,34.5,0,0,0
46.91,15,36.56,0,0,0
15.97,20,37.74,1,0,0
27.5,21,19.13,0,0,0
23.9,16,42.04,0,1,0
542.22,3,59.65,0,0,0
213.63,19,4.27,0,0,0
515.19,23,33.02,0,0,0
86.9,23,2.0,1,0,0
48.94,21,52.52,0,0,0
240.14,23,31.36,0,0,0
59.24,8,26.88,0,0,0
53.37,4,1.33,0,0,0
39.69,16,16.94,0,0,0
20.83,16,18.8,0,0,0
44.45,1,51.48,0,0,0
65.85,1,21.11,0,0,0
168.13,20,22.94,1,1,1
9.69,22,49.14,0,0,0
35.45,6,96.94,0,0,0
248.34,3,24.92,0,0,0
23.84,12,69.13,0,0,0
62.93,19,80.52,0,0,0
299.99,10,7.31,0,0,0
25.25,2,13.33,0,0,0
12.95,1,128.48,1,0,0
99.4,15,50.38,0,0,0
54.02,2,9.96,0,0,0
124.31,23,72.72,1,0,0
244.3,14,87.09,1,0,0
22.13,16,29.48,0,0,0
130.37,15,45.87,0,0,0
105.63,19,35.77,0,1,0
23.34,6,66.41,0,1,0
146.72,15,12.73,0,0,0
47.96,4,17.73,1,0,0
100.37,1,51.27,0,0,0
12.88,0,51.9,0,0,0
92.31,21,51.17,0,0,0
54.89,12,39.87,0,0,0
259.22,15,59.41,0,0,0
8.8,4,73.72,1,0,0
81.35,2,67.42,0,0,0
91.99,14,19.66,1,0,0
193.65,15,23.96,0,0,0
128.1,10,32.84,0,0,0
165.04,18,13.86,1,0,0
225.12,17,20.28,0,0,0
297.3,20,29.51,0,0,0
56.5,8,20.7,0,0,0
115.84,7,14.86,0,0,0
274.99,21,23.18,0,0,0
682.76,18,86.32,0,0,0
330.44,21,91.09,1,0,0
69.66,4,12.67,0,0,0
32.57,16,6.13,0,0,0
100.82,4,28.38,0,0,0
203.01,13,8.87,0,0,0
101.76,6,12.68,0,0,0
99.01,8,39.62,0,0,0
273.24,16,18.25,0,0,0
67.27,2,72.15,0,0,0
294.7,7,16.15,0,0,0
78.33,21,36.83,0,0,0
59.68,12,90.59,0,0,0
90.77,15,18.18,0,0,0
215.6,20,7.27,0,0,0
20.2,9,11.39,0,0,0
32.8,17,81.61,0,0,0
453.76,2,15.0,1,0,0
28.95,11,8.98,0,0,0
125.8,15,50.48,0,0,0
129.88,17,8.67,0,0,0
100.89,16,30.49,0,0,0
155.24,6,7.44,0,0,0
39.17,18,21.42,0,1,0
120.67,22,62.15,0,0,0
69.82,22,17.33,0,0,0
162.56,7,7.69,0,0,0
22.84,16,26.99,0,0,0
126.9,20,41.12,0,0,0
30.73,6,24.21,0,0,0
48.99,0,92.97,0,0,0
37.02,7,11.99,0,0,0
30.29,18,19.35,0,0,0
262.06,19,22.93,0,0,0
50.47,19,33.67,0,0,0
392.85,9,11.49,0,0,0
525.62,11,17.87,1,1,1
127.04,23,17.0,1,0,0
23.15,0,10.95,0,0,0
70.39,23,22.83,0,0,0
239.72,20,40.61,0,0,0
68.69,3,6.81,0,0,0
13.66,3,25.82,1,0,0
122.06,8,29.5,0,0,0
279.77,14,29.02,0,0,0
238.39,23,109.75,0,0,0
28.88,14,29.75,0,0,0
167.56,6,21.14,0,0,0
37.37,11,15.09,0,0,0
36.92,2,17.15,0,0,0
310.81,19,12.77,0,0,0
43.09,8,15.57,0,0,0
45.83,13,18.6,1,0,0
0.1,12,22.3,0,0,0
306.81,23,37.51,0,0,0
235.96,11,14.18,0,0,0
148.06,0,14.3,1,0,0
208.1,18,28.05,0,0,0
24.74,15,28.09,0,0,0
91.96,11,16.63,0,1,0
64.9,9,7.5,1,0,0
14.77,1,48.86,0,0,0
99.87,17,34.98,0,0,0
380.25,12,25.81,0,0,0
6.13,23,43.64,0,0,0
51.68,5,5.11,0,0,0
34.89,11,4.01,0,0,0
40.8,21,24.43,0,0,0
358.61,3,39.85,0,0,0
94.69,0,23.87,0,0,0
94.19,10,5.05,1,0,0
214.43,22,39.89,0,0,0
25.17,7,14.26,0,0,0
100.2,1,52.09,1,0,0
84.31,1,105.81,0,0,0
136.29,15,5.39,0,0,0
1158.53,0,10.27,0,0,0
220.09,3,20.1,0,1,0
76.09,5,26.62,0,0,0
263.65,20,48.24,0,0,0
28.08,19,23.51,0,0,0
4.64,13,9.8,0,0,0
34.31,19,32.84,0,0,0
62.42,14,10.4,0,0,0
107.18,6,15.2,0,0,0
143.23,6,51.83,0,0,0
362.2,17,13.96,0,0,0
106.96,22,10.68,1,0,0
104.36,1,15.99,0,0,0
7.73,19,36.22,0,0,0
5.33,14,3.72,0,0,0
120.16,0,32.64,0,0,0
86.49,20,23.06,0,0,0
274.12,16,14.12,1,0,0
26.27,19,23.26,0,0,0
3.79,12,21.06,0,0,0
89.41,11,19.66,0,0,0
40.67,23,22.49,0,0,0
7.63,21,21.69,0,0,0
193.43,14,12.18,0,0,0
17.75,23,16.78,0,0,0
140.6,4,31.5,0,0,0
49.49,6,6.78,0,0,0
28.58,7,26.25,0,1,0
71.65,22,7.92,0,0,0
242.5,13,25.07,0,0,0
74.66,3,6.38,0,0,0
208.41,20,13.14,0,0,0
20.11,13,28.37,0,0,0
222.27,9,20.27,1,0,0
40.56,21,23.01,0,0,0
169.7,15,10.92,0,0,0
125.13,10,41.83,0,0,0
397.07,21,20.68,0,0,0
73.49,13,18.61,0,0,0
10.27,13,23.78,0,0,0
2.9,1,3.29,0,0,0
263.05,21,20.88,0,0,0
111.58,12,24.37,0,0,0
223.91,2,12.76,0,0,0
40.07,17,45.33,0,0,0
63.49,21,6.17,0,0,0
4.58,3,41.77,1,0,0
488.53,20,55.94,1,0,0
165.33,20,33.92,0,0,0
405.92,18,13.57,0,0,0
46.28,15,26.86,0,0,0
141.81,3,10.77,0,0,0
170.21,18,77.59,0,0,0
57.31,22,19.72,0,0,0
282.69,14,11.12,0,0,0
441.08,0,1.85,0,0,0
324.23,15,22.81,1,0,0
201.52,14,49.31,0,0,0
48.75,15,33.03,0,0,0
49.61,21,45.22,0,0,0
495.99,19,84.81,0,0,0
1.55,0,23.52,0,0,0
188.84,16,19.91,1,0,0
183.75,4,94.73,0,0,0
146.2,4,27.14,0,0,0
692.42,6,7.22,0,0,0
56.07,12,13.54,0,0,0
62.32,11,91.78,0,0,0
12.33,3,30.55,0,0,0
87.72,3,49.85,0,0,0
45.38,22,9.77,0,1,0
63.1,20,49.68,1,0,0
269.88,20,18.53,0,0,0
411.13,5,51.09,0,0,0
30.82,23,73.17,0,0,0
69.9,14,13.09,0,0,0
395.98,20,40.06,0,0,0
9.57,18,28.46,0,0,0
14.54,5,16.63,0,0,0
26.65,11,14.18,1,0,0
135.66,13,27.13,0,0,0
24.46,17,11.53,0,0,0
516.66,11,22.05,0,0,0
88.78,23,42.19,0,0,0
104.43,23,6.71,0,0,0
42.49,14,10.39,0,0,0
95.5,18,13.11,1,0,0
162.67,7,33.58,1,0,0
208.65,8,46.08,0,0,0
210.28,4,26.56,0,0,0
129.37,4,40.5,0,0,0
352.07,5,31.66,0,0,0
255.08,22,78.14,0,1,0
212.23,2,9.06,0,0,0
8.58,4,8.72,0,0,0
1.04,0,1.77,0,0,0
35.82,10,6.58,0,0,0
163.38,20,13.17,1,0,0
79.45,19,25.45,0,0,0
77.23,0,25.52,0,0,0
323.89,6,33.66,1,0,0
338.88,14,23.58,0,1,0
359.82,16,24.86,0,0,0
56.5,7,33.64,0,0,0
176.19,1,70.9,0,0,0
47.54,12,56.78,0,0,0
31.72,11,7.58,0,0,0
30.62,4,87.57,1,0,0
62.81,12,95.12,0,0,0
84.31,5,7.58,0,0,0
266.63,14,19.59,0,0,0
19.16,22,29.07,0,0,0
199.16,21,37.4,1,0,0
113.72,20,10.29,0,0,0
50.94,21,5.46,0,0,0
101.83,10,54.91,0,0,0
53.49,3,41.43,0,1,0
135.98,0,24.2,0,0,0
85.33,14,20.15,0,0,0
26.94,11,45.41,0,1,0
18.59,8,8.69,0,0,0
118.68,10,32.25,0,0,0
349.05,4,42.04,1,0,0
63.23,23,23.45,1,0,0
198.08,6,10.2,0,0,0
161.23,7,10.99,0,1,0
402.26,0,17.57,0,0,0
258.04,0,23.58,0,0,0
125.42,2,10.93,1,0,0
160.52,7,44.78,0,0,0
342.99,10,29.96,0,0,0
76.5,0,6.05,0,0,0
59.36,13,31.27,0,0,0
1.63,0,50.82,0,0,0
262.78,5,37.47,1,0,0
242.15,20,70.85,0,0,0
16.55,5,4.69,1,1,1
129.01,2,14.66,1,0,0
93.54,9,34.45,0,0,0
18.96,11,16.92,0,1,0
591.13,9,23.07,0,0,0
36.25,21,73.65,1,0,0
10.44,1,56.64,0,0,0
135.52,23,37.04,0,1,0
201.41,21,26.87,0,0,0
4.95,12,37.69,0,0,0
161.26,15,42.57,0,0,0
113.99,12,17.16,0,0,0
16.35,3,47.1,0,0,0
28.41,3,33.74,0,0,0
125.89,10,33.29,0,0,0
52.72,22,24.48,1,0,0
417.86,13,37.2,0,0,0
256.17,2,50.9,0,0,0
616.27,18,11.17,1,0,0
45.1,21,84.53,0,0,0
524.61,0,53.87,0,0,0
84.64,4,9.72,0,0,0
64.05,16,46.72,0,0,0
7.75,0,21.37,0,0,0
8.13,18,8.41,0,0,0
176.65,18,14.92,0,0,0
91.85,3,15.82,1,0,0
38.53,18,39.38,0,0,0
142.78,5,24.28,0,0,0
43.73,14,33.48,1,0,0
129.28,3,44.79,0,0,0
66.76,23,37.04,0,0,0
260.21,0,45.36,1,0,0
257.8,23,13.79,0,0,0
97.33,16,19.76,0,0,0
64.81,10,11.75,0,0,0
67.54,16,20.75,0,0,0
245.76,22,12.32,0,0,0
59.66,0,15.86,0,0,0
35.18,8,14.06,0,0,0
13.27,13,27.77,0,0,0
94.3,14,63.76,0,0,0
98.71,23,4.41,0,0,0
275.74,0,18.33,0,0,0
37.51,1,41.53,0,0,0
71.95,17,16.24,1,0,0
247.86,17,51.15,0,0,0
260.27,5,11.62,0,0,0
72.83,19,18.71,0,0,0
92.18,7,17.41,0,0,0
54.21,0,14.38,0,0,0
404.47,14,20.34,0,0,0
18.94,9,51.79,0,0,0
407.15,3,27.76,0,0,0
172.74,9,72.85,0,1,0
113.76,10,10.31,0,0,0
4.98,4,59.98,0,0,0
96.82,8,2.47,0,0,0
78.57,4,41.9,0,0,0
26.37,10,78.96,0,0,0
160.25,2,75.6,0,0,0
531.85,3,14.51,0,0,0
123.9,9,46.18,0,0,0
188.16,6,56.31,0,0,0
10.64,0,40.2,1,0,0
81.11,5,16.84,0,0,0
18.56,7,12.76,0,0,0
142.32,16,21.68,0,0,0
418.26,23,44.62,0,0,0
162.61,6,18.28,0,0,0
11.99,0,21.98,0,0,0
65.7,8,22.39,0,0,0
120.0,10,37.54,0,0,0
77.43,18,25.09,0,0,0
269.04,1,14.72,1,0,0
252.84,22,14.31,0,0,0
141.95,10,62.04,0,0,0
70.13,2,46.29,0,0,0
44.22,16,37.34,0,0,0
16.79,9,28.14,0,0,0
65.75,2,4.29,0,0,0
79.95,21,56.96,0,0,0
168.97,2,14.9,0,0,0
161.01,20,16.05,0,0,0
10.9,6,42.71,0,0,0
75.44,1,57.04,0,0,0
30.09,0,25.49,1,0,0
25.58,6,33.61,0,0,0
263.43,19,5.15,0,0,0
6.42,10,27.4,0,0,0
81.5,22,21.32,0,0,0
27.63,5,34.83,1,0,0
317.2,22,29.92,0,0,0
122.14,3,10.64,0,0,0
39.47,18,46.42,0,0,0
104.7,20,38.49,0,0,0
197.23,18,19.51,0,0,0
475.93,13,7.0,0,0,0
37.35,2,73.74,0,0,0
325.97,3,25.45,0,0,0
408.41,7,34.74,0,0,0
372.29,17,14.15,0,0,0
151.35,3,39.63,0,0,0
149.07,10,27.84,0,0,0
77.43,15,30.96,0,0,0
209.39,2,9.93,0,1,0
113.67,6,28.68,0,0,0
169.72,1,9.67,0,0,0
83.91,0,37.78,0,0,0
197.23,0,38.9,1,0,0
260.99,5,28.15,0,0,0
23.75,18,25.31,0,0,0
268.4,6,33.45,0,0,0
116.58,23,12.15,0,0,0
279.33,4,88.86,0,0,0
84.66,20,18.07,0,0,0
71.47,17,37.59,0,0,0
369.87,23,48.57,0,0,0
43.39,12,20.81,0,0,0
278.89,0,44.71,0,0,0
99.25,9,63.42,0,0,0
108.26,8,34.94,0,0,0
55.33,16,13.12,0,0,0
127.66,0,11.7,0,0,0
59.0,0,85.36,0,0,0
6.01,6,16.62,0,0,0
47.62,3,41.67,1,0,0
0.96,22,83.3,0,0,0
574.95,20,21.38,0,0,0
506.1,11,14.21,0,0,0
75.42,15,22.99,0,0,0
195.5,13,31.02,0,0,0
63.65,22,36.97,0,0,0
166.8,9,7.25,0,0,0
245.54,13,14.28,0,0,0
439.93,6,25.21,0,0,0
76.68,3,35.84,0,0,0
229.38,1,42.0,1,0,0
46.37,23,51.32,0,0,0
695.84,17,12.31,0,0,0
3.92,15,25.84,1,0,0
138.77,8,25.62,0,0,0
161.6,4,46.36,0,0,0
174.73,8,45.94,0,0,0
19.24,7,11.78,0,0,0
418.38,23,8.59,0,0,0
29.98,19,19.02,1,0,0
146.23,15,7.77,0,0,0
37.78,19,13.12,0,0,0
55.06,17,58.74,0,0,0
118.6,3,5.75,0,0,0
80.98,15,6.23,0,0,0
26.19,3,8.51,0,0,0
28.12,5,48.28,0,0,0
81.23,2,32.9,0,0,0
212.38,17,2.29,0,0,0
342.37,14,12.24,0,1,0
13.18,7,4.82,0,0,0
74.91,17,6.41,0,0,0
15.85,23,42.84,0,0,0
2.51,22,17.82,0,0,0
162.58,2,37.38,0,0,0
138.36,5,0.22,0,0,0
26.69,21,23.96,0,0,0
39.95,20,2.47,0,0,0
3.6,23,12.93,0,0,0
270.22,14,6.81,0,0,0
551.49,11,13.21,0,0,0
21.83,4,11.85,0,0,0
39.49,6,29.07,1,0,0
304.21,21,17.72,0,0,0
391.5,14,19.17,0,0,0
81.61,6,17.29,0,1,0
7.79,12,6.4,0,0,0
6.03,2,40.52,0,0,0
127.98,22,21.96,0,0,0
74.86,12,9.46,0,0,0
4.36,2,14.48,0,0,0
131.29,1,56.98,0,0,0
1.71,22,11.76,0,0,0
232.23,3,16.05,0,0,0
54.89,16,40.8,0,0,0
6.16,5,20.14,0,0,0
133.14,10,21.03,0,0,0
76.05,5,28.15,0,0,0
546.3,21,41.33,0,0,0
117.85,1,5.34,0,0,0
48.29,16,56.2,0,0,0
185.39,2,39.72,0,0,0
47.51,11,7.95,0,0,0
351.89,13,19.45,0,0,0
70.43,1,13.06,1,0,0
119.73,21,10.85,0,0,0
7.78,21,80.05,0,0,0
83.3,4,49.46,0,0,0
267.89,9,29.08,1,0,0
245.71,9,9.75,0,0,0
38.1,20,51.73,0,0,0
38.44,8,14.48,0,0,0
254.99,20,15.73,0,0,0
399.75,12,12.51,0,0,0
15.03,9,22.26,0,0,0
89.69,5,38.59,1,0,0
61.75,10,43.75,0,0,0
306.83,3,21.46,0,0,0
13.08,13,54.29,0,0,0
35.57,16,18.92,0,0,0
209.43,19,13.28,0,0,0
7.9,1,24.2,0,0,0
101.75,9,38.69,0,0,0
87.54,2,43.85,0,0,0
61.06,6,24.37,0,0,0
75.27,6,25.93,0,0,0
113.23,0,86.35,0,0,0
26.4,7,50.09,1,0,0
127.29,22,18.4,0,0,0
245.55,0,6.42,0,0,0
214.17,7,10.95,1,0,0
25.07,13,19.96,0,0,0
24.25,13,7.56,0,0,0
46.83,1,38.32,0,0,0
67.2,7,13.92,0,0,0
78.75,18,35.38,0,0,0
170.77,9,23.6,0,0,0
8.75,6,11.5,1,0,0
5.29,12,15.71,0,0,0
74.61,21,34.78,1,0,0
179.18,20,23.94,0,0,0
32.25,14,20.14,0,0,0
153.88,10,36.64,0,0,0
45.13,13,24.12,0,0,0
325.85,10,46.3,0,0,0
339.06,1,37.06,0,0,0
52.92,1,15.3,0,0,0
39.2,11,12.2,0,0,0
79.48,14,64.33,0,0,0
41.27,16,31.16,0,0,0
167.39,13,13.41,0,0,0
262.36,15,3.26,0,0,0
167.71,7,4.25,0,0,0
260.89,23,5.86,0,0,0
75.87,16,22.62,0,0,0
25.5,4,34.71,0,0,0
200.88,11,9.13,0,0,0
67.05,5,27.4,0,0,0
166.88,17,24.21,0,0,0
47.34,4,24.26,0,0,0
12.71,5,16.37,0,0,0
735.57,8,8.33,0,0,0
25.48,14,7.8,1,0,0
668.78,9,34.75,0,0,0
567.68,16,65.29,1,0,0
236.85,18,25.92,0,0,0
161.57,11,31.26,0,0,0
129.34,8,44.15,0,0,0
301.6,14,38.05,0,0,0
51.26,13,30.73,0,0,0
94.58,0,61.82,0,0,0
144.9,16,44.52,0,0,0
79.45,0,6.63,0,0,0
83.66,22,18.66,0,0,0
60.14,20,10.41,0,1,0
124.6,21,39.58,0,0,0
285.14,12,3.47,0,0,0
33.76,7,51.6,0,0,0
408.7,12,15.33,1,1,1
175.24,15,29.2,0,0,0
259.97,1,45.22,0,0,0
121.85,12,29.14,0,0,0
226.79,17,8.89,0,0,0
2.45,2,46.51,0,0,0
255.88,12,29.52,1,0,0
6.14,18,34.06,0,0,0
330.97,12,7.4,1,0,0
723.55,18,52.15,1,0,0
52.24,3,17.75,0,0,0
35.42,18,1.19,0,0,0
217.46,17,37.87,0,0,0
43.76,5,10.22,0,0,0
301.0,18,18.92,0,0,0
16.28,3,18.04,0,0,0
20.19,3,16.8,0,1,0
580.57,23,9.78,0,0,0
168.05,6,37.54,0,0,0
281.49,6,40.3,0,0,0
58.81,22,21.35,0,0,0
169.28,15,21.89,0,0,0
135.3,15,36.66,0,0,0
138.63,4,20.59,0,0,0
172.11,14,53.48,0,0,0
128.48,22,24.77,0,0,0
84.07,3,71.93,0,0,0
48.43,23,15.02,1,0,0
219.53,12,25.86,1,0,0
38.48,18,12.55,0,0,0
176.82,6,41.1,1,0,0
39.86,11,16.55,0,0,0
147.26,8,24.89,0,0,0
206.2,16,65.18,0,1,0
37.02,1,20.53,0,0,0
9.27,15,24.66,0,0,0
21.06,6,30.06,0,0,0
139.71,17,8.65,0,0,0
284.02,6,31.31,0,0,0
6.91,0,31.91,0,1,0
198.72,2,24.87,0,0,0
62.63,20,41.32,0,0,0
97.67,10,9.09,0,1,0
396.46,21,14.55,0,0,0
60.51,14,11.2,0,0,0
93.92,2,23.4,1,0,0
2.07,23,30.82,0,0,0
12.77,12,11.58,0,0,0
44.88,3,57.19,0,0,0
4.24,22,14.36,0,0,0
149.7,21,35.92,0,0,0
83.37,7,8.57,0,0,0
119.16,21,26.86,0,0,0
28.79,3,61.76,0,0,0
52.63,17,29.16,0,0,0
163.52,6,27.72,1,0,0
504.16,10,48.26,0,0,0
7.76,3,31.54,1,0,0
331.62,12,19.65,0,0,0
129.02,8,31.7,0,0,0
124.49,8,13.56,1,0,0
104.06,22,5.06,0,0,0
10.79,20,20.03,0,0,0
14.13,18,17.05,0,0,0
137.79,2,66.61,0,0,0
62.55,11,33.86,0,0,0
373.82,10,46.27,0,0,0
78.28,19,17.35,0,0,0
23.2,10,59.27,0,0,0
188.14,16,28.21,0,0,0
52.08,20,27.94,0,0,0
111.81,13,18.2,0,0,0
179.52,15,46.11,0,0,0
345.78,23,18.55,0,0,0
235.67,9,12.8,0,0,0
169.22,3,16.98,0,0,0
170.74,9,31.1,0,0,0
437.61,19,14.26,0,0,0
52.61,11,59.39,0,0,0
0.17,8,83.3,0,0,0
47.61,14,86.79,0,0,0
36.86,8,13.91,0,0,0
162.63,6,10.55,1,0,0
150.65,23,12.83,0,0,0
135.01,11,4.94,0,0,0
2.46,19,25.64,0,0,0
195.72,23,21.46,0,1,0
58.63,13,45.21,0,0,0
164.07,21,16.43,0,0,0
121.99,15,41.09,0,0,0
62.95,18,5.09,1,0,0
21.68,22,46.76,0,0,0
14.88,2,12.26,0,0,0
267.14,10,9.4,0,0,0
375.88,22,17.63,0,1,0
157.38,20,53.29,0,0,0
16.38,19,24.17,0,0,0
77.13,18,29.43,0,0,0
195.81,7,58.28,0,0,0
227.0,19,21.77,0,0,0
18.87,7,50.86,0,0,0
0.0,2,14.21,0,0,0
186.79,9,40.27,1,0,0
66.15,12,6.79,0,0,0
44.05,8,18.04,1,0,0
1.95,5,27.03,0,0,0
